compound_id,reference_date,smiles,supplier,pKD_mean,pKD_std,n_replicates,KD_M_mean,canonical_smiles,valid,mw,logp,hbd,hba,heavy_atoms,num_rings,tpsa,rotatable_bonds,passes_chordoma_filters
293497032,20201029,COC=1C=CC(NC(=O)C2CN(C(=O)C2)C=3C=CC=CC3Cl)=CC1O,ChemSpace (numeric),3.8241,,1,0.000149921424267,COc1ccc(NC(=O)C2CC(=O)N(c3ccccc3Cl)C2)cc1O,True,360.08768470399997,3.045800000000002,2.0,4.0,25.0,3.0,78.87,4.0,True
302181339,20201029,CN(C1CCN(C)C1=O)C(=O)C=2C=CC(=O)N(CC=3C=CC=CC3Cl)C2,ChemSpace (numeric),2.8819,,1,0.0013124963684031,CN1CCC(N(C)C(=O)c2ccc(=O)n(Cc3ccccc3Cl)c2)C1=O,True,373.11931917999993,1.8527,0.0,3.0,26.0,3.0,62.620000000000005,4.0,True
342837836,20201029,NC(=O)C1=CN(CC(=O)NC2CCN(C2=O)C=3C=CC=CC3Cl)C=4C=CC=CC14,ChemSpace (numeric),3.5585,,1,0.000276403956529,NC(=O)c1cn(CC(=O)NC2CCN(c3ccccc3Cl)C2=O)c2ccccc12,True,410.114568148,2.3153000000000006,2.0,3.0,29.0,4.0,97.43,5.0,True
342853879,20201029,CC=1C=CC(=CC1C(=O)NC2CCN(C2=O)C=3C=CC=CC3Cl)S(=O)(=O)C,ChemSpace (numeric),2.6933,,1,0.0020262131472401,Cc1ccc(S(C)(=O)=O)cc1C(=O)NC1CCN(c2ccccc2Cl)C1=O,True,406.075405768,2.587220000000001,1.0,4.0,27.0,3.0,83.55000000000001,4.0,True
348280646,20201029,CN(C)C(=O)NCCNC(=O)C=1C=CC=CC1NC=2C=CC(SC(F)F)=CC2,ChemSpace (numeric),3.6168,,1,0.0002416385979047,CN(C)C(=O)NCCNC(=O)c1ccccc1Nc1ccc(SC(F)F)cc1,True,408.14315338399996,3.7459000000000024,3.0,4.0,28.0,2.0,73.47,8.0,True
354012616,20201029,CC=1C=CC(NC(=O)C(=O)NC2CCN(C2=O)C=3C=CC=CC3Cl)=CC1,ChemSpace (numeric),2.4512,,1,0.0035384787997168,Cc1ccc(NC(=O)C(=O)NC2CCN(c3ccccc3Cl)C2=O)cc1,True,371.10366911599994,2.5086200000000005,2.0,3.0,26.0,3.0,78.51,3.0,True
359878733,20201029,CC=1C=CC(Cl)=CC1NC(=O)NC2CCN(C2=O)C=3C=CC=CC3Cl,ChemSpace (numeric),3.6641,,1,0.0002167348559677,Cc1ccc(Cl)cc1NC(=O)NC1CCN(c2ccccc2Cl)C1=O,True,377.069782144,4.2288200000000025,2.0,2.0,25.0,3.0,61.440000000000005,3.0,True
427095899,20201029,CC=1C=CC(NC2CCCN(C2=O)C=3C=CC=CC3)=CC1C(=O)N,ChemSpace (numeric),2.9865,,1,0.0010316386769189,Cc1ccc(NC2CCCN(c3ccccc3)C2=O)cc1C(N)=O,True,323.163376912,2.7014199999999997,2.0,3.0,24.0,3.0,75.43,4.0,True
441728059,20201029,ClC=1C=CC=CC1N2CC(CC2=O)C(=O)NC=3C=CC(OC=4C=CC=NC4)=CC3,ChemSpace (numeric),3.7507,,1,0.0001775495439185,O=C(Nc1ccc(Oc2cccnc2)cc1)C1CC(=O)N(c2ccccc2Cl)C1,True,407.103669116,4.518900000000003,1.0,4.0,29.0,4.0,71.52999999999999,5.0,True
442487817,20201029,CC=1C=CC(NC2CCN(C2=O)C=3C=CC=CC3Cl)=CC1C4=NN=NN4C5CC5,ChemSpace (numeric),3.6132,,1,0.000243650700844,Cc1ccc(NC2CCN(c3ccccc3Cl)C2=O)cc1-c1nnnn1C1CC1,True,408.1465369720001,3.8542200000000024,1.0,5.0,29.0,5.0,75.94,5.0,True
444853644,20201029,COC=1C=CC=CC1N2CCCC(NC=3C=CC(C)=C(C3)C(=O)N)C2=O,ChemSpace (numeric),2.9173,,1,0.0012096594555973,COc1ccccc1N1CCCC(Nc2ccc(C)c(C(N)=O)c2)C1=O,True,353.17394159599996,2.71002,2.0,4.0,26.0,3.0,84.66,5.0,True
520438318,20201029,COC(=O)C=1C=C(NC2CCN(C2=O)C=3C=CC=CC3OC)C=CC1C,ChemSpace (numeric),3.2818,,1,0.0005226515638595,COC(=O)c1cc(NC2CCN(c3ccccc3OC)C2=O)ccc1C,True,354.157957184,3.007620000000002,1.0,5.0,26.0,3.0,67.87,5.0,True
543294655,20201029,CC1=CC(=O)NC=C1C(=O)NC2CCN(C2=O)C=3C=CC=CC3Cl,ChemSpace (numeric),2.4542,,1,0.0035143271382292,Cc1cc(=O)[nH]cc1C(=O)NC1CCN(c2ccccc2Cl)C1=O,True,345.08801905199994,1.8720199999999996,2.0,3.0,24.0,3.0,82.27000000000001,3.0,True
5620336,20230103,CC1=CC2=C(NC(=O)\C2=N\NC2=NC3=C(N=N2)C2=C(N3)C(C)=CC=C2)C=C1,ChemSpace (numeric),5.7056,,1,1.969770986417091e-06,Cc1ccc2c(c1)/C(=N\Nc1nnc3c(n1)[nH]c1c(C)cccc13)C(=O)N2,True,357.1338081,2.8912400000000007,3.0,6.0,27.0,5.0,107.94999999999999,2.0,True
5623246,20230103,CC1=CC2=C(NC(=O)\C2=N/NC2=NC3=C(N=N2)C2=C(N3)C=CC(C)=C2)C=C1,ChemSpace (numeric),5.211,,1,6.151508881611755e-06,Cc1ccc2c(c1)/C(=N/Nc1nnc3c(n1)[nH]c1ccc(C)cc13)C(=O)N2,True,357.1338081,2.8912400000000007,3.0,6.0,27.0,5.0,107.94999999999999,2.0,True
563191074,20201029,COC(=O)C=1C=C(NC(=O)NC2CCN(C2=O)C=3C=CC=CC3Cl)C=CC1C,ChemSpace (numeric),3.7988,,1,0.0001589124603083,COC(=O)c1cc(NC(=O)NC2CCN(c3ccccc3Cl)C2=O)ccc1C,True,401.11423379999997,3.362020000000002,2.0,4.0,28.0,3.0,87.73999999999998,4.0,True
564756750,20201029,ClC=1C=CC=CC1N2CC(CC2=O)C(=O)NC3=NC=CN3C=4C=CC=CC4,ChemSpace (numeric),3.3395,,1,0.0004575912680953,O=C(Nc1nccn1-c1ccccc1)C1CC(=O)N(c2ccccc2Cl)C1,True,380.104003464,3.5173000000000023,1.0,3.0,27.0,4.0,67.23,4.0,True
568683595,20201029,CC1=CN=C(NC(=O)C2CN(C(=O)C2)C=3C=CC=CC3Cl)N1,ChemSpace (numeric),3.0189,,1,0.0009574005679146,Cc1cnc(NC(=O)C2CC(=O)N(c3ccccc3Cl)C2)[nH]1,True,318.0883534000001,2.3631199999999994,2.0,3.0,22.0,3.0,78.09,3.0,True
572737672,20201029,OC=1C=CC(=CC1Cl)C2=NN=C(NC(=O)C3CN(C(=O)C3)C=4C=CC=CC4Cl)N2,ChemSpace (numeric),3.8724,,1,0.0001341408858346,O=C(Nc1nnc(-c2ccc(O)c(Cl)c2)[nH]1)C1CC(=O)N(c2ccccc2Cl)C1,True,431.0551947,3.4757000000000016,3.0,5.0,29.0,4.0,111.21,4.0,True
588023896,20201029,CCN(C)CC1CCN(C1)C(=O)C=2C=CC=CC2NC=3C=CC=CC3,ChemSpace (numeric),2.9473,,1,0.0011290628497517,CCN(C)CC1CCN(C(=O)c2ccccc2Nc2ccccc2)C1,True,337.215412484,3.844000000000002,1.0,3.0,25.0,3.0,35.58,6.0,True
666362114,20201029,CC=1C=C(C=CC1NC2CCN(C2=O)C=3C=CC=CC3Cl)C(=O)N,ChemSpace (numeric),3.7746,,1,0.0001680207266448,Cc1cc(C(N)=O)ccc1NC1CCN(c2ccccc2Cl)C1=O,True,343.10875449599996,2.9647200000000016,2.0,3.0,24.0,3.0,75.43,4.0,True
666402446,20201029,COC(=O)CCC=1C=CC(NC2CCN(C2=O)C=3C=CC=CC3Cl)=CC1,ChemSpace (numeric),3.932,,1,0.0001169485762045,COC(=O)CCc1ccc(NC2CCN(c3ccccc3Cl)C2=O)cc1,True,372.124070212,3.663000000000002,1.0,4.0,26.0,3.0,58.64,6.0,True
697064626,20201029,CC(=O)NC=1C=CC(NC2CCCN(C2=O)C=3C=CC=CC3Cl)=CC1C,ChemSpace (numeric),3.014,,1,0.0009683552763152,CC(=O)Nc1ccc(NC2CCCN(c3ccccc3Cl)C2=O)cc1C,True,371.14005462399996,4.2143200000000025,2.0,3.0,26.0,3.0,61.440000000000005,4.0,True
773212998,20201029,CC(C)N1CCC(C1)N(C)C(=O)C=2C=CC(=O)N(CC=3C=CC=CC3Cl)C2,ChemSpace (numeric),2.9779,,1,0.0010521013049589,CC(C)N1CCC(N(C)C(=O)c2ccc(=O)n(Cc3ccccc3Cl)c2)C1,True,387.17135475199996,3.104700000000002,0.0,3.0,27.0,3.0,45.550000000000004,5.0,True
786232788,20201029,CN(C)C(=O)C1CCN(C1)C(=O)C=2C=CC=CC2NC=3C=CC=CC3,ChemSpace (numeric),2.8787,,1,0.0013222839114464,CN(C)C(=O)C1CCN(C(=O)c2ccccc2Nc2ccccc2)C1,True,337.179026976,2.980500000000001,1.0,3.0,25.0,3.0,52.650000000000006,4.0,True
800658450,20201029,COC=1C=CC=C(NC=2C=CC=CC2C(=O)N3CCC(C3)NC(=O)C)C1,ChemSpace (numeric),2.8237,,1,0.0015008163315464,COc1cccc(Nc2ccccc2C(=O)N2CCC(NC(C)=O)C2)c1,True,353.173941596,2.7894000000000005,2.0,4.0,26.0,3.0,70.67,5.0,True
800658988,20201029,CC(=O)NC1CCN(C1)C(=O)C=2C=CC=CC2NC=3C=CC=CC3,ChemSpace (numeric),2.7556,,1,0.0017556403139423,CC(=O)NC1CCN(C(=O)c2ccccc2Nc2ccccc2)C1,True,323.163376912,2.780800000000001,2.0,3.0,24.0,3.0,61.440000000000005,4.0,True
918730255,20201029,CNC(=O)CC1(CNC(=O)C2OCCC=3C=CC=CC23)CCCCC1,ChemSpace (numeric),2.8432,,1,0.00143466981369,CNC(=O)CC1(CNC(=O)C2OCCc3ccccc32)CCCCC1,True,344.209992756,2.5031999999999996,2.0,3.0,25.0,3.0,67.43,5.0,True
9211771,20230103,CC1=NN(C2=C1C(CC(=O)N2)C1=CC(C)=C(C)C=C1)C1=NN=C(C=C1)N1CCOCC1,ChemSpace (numeric),5.1431,,1,7.1926483748108146e-06,Cc1ccc(C2CC(=O)Nc3c2c(C)nn3-c2ccc(N3CCOCC3)nn2)cc1C,True,418.21172407200004,2.8982600000000014,1.0,6.0,31.0,5.0,85.17,3.0,True
97315646,20201029,CCN(CC(=O)N(C)C)C(=O)C=1C=CC(=O)N(CC=2C=CC=CC2Cl)C1,ChemSpace (numeric),2.6707,,1,0.002134296772342,CCN(CC(=O)N(C)C)C(=O)c1ccc(=O)n(Cc2ccccc2Cl)c1,True,375.134969244,2.1003,0.0,3.0,26.0,2.0,62.620000000000005,6.0,True
99424206,20201029,CN(CC=1C=CC(O)=CC1)C(=O)C=2C=CC(=O)N(CC=3C=CC=CC3Cl)C2,ChemSpace (numeric),3.8314,,1,0.0001474185911774,CN(Cc1ccc(O)cc1)C(=O)c1ccc(=O)n(Cc2ccccc2Cl)c1,True,382.10842014800005,3.5278000000000027,1.0,3.0,27.0,3.0,62.54,5.0,True
C529-0673,20230103,FC1=C(CN2C3=C(C=CC(=C3)C(=O)N3CCCC3)S(=O)C3=C(C=CC=C3)C2=O)C=CC=C1,Other,4.2105,,1,6.158953054099568e-05,O=C(c1ccc2c(c1)N(Cc1ccccc1F)C(=O)c1ccccc1S2=O)N1CCCC1,True,448.1256917520001,4.388800000000003,0.0,3.0,32.0,5.0,57.690000000000005,3.0,True
C776-4067,20230103,CC1=C(CN2C(=NC3=CC=CC=C23)N2CCC(CC2)C(=O)N2CCN(CC2)C2=NC=CC=N2)C=CC=C1,Other,4.6901,,1,2.041159043497596e-05,Cc1ccccc1Cn1c(N2CCC(C(=O)N3CCN(c4ncccn4)CC3)CC2)nc2ccccc21,True,495.2746586760001,3.7482200000000025,0.0,6.0,37.0,6.0,70.39000000000001,5.0,True
CF-10-014,20230103,COC1=C(OC)C=C(N=C(C2=CC=C(C(O)=O)O2)N=C3NC4=CC=C(C5=NC=CC=N5)C=C4)C3=C1,Piramal (CF Labs),3.4942,,1,0.0003205147618195,COc1cc2nc(-c3ccc(C(=O)O)o3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,True,469.1386187080001,4.805800000000003,2.0,9.0,35.0,5.0,132.49,7.0,True
CF-10-027,20230103,COC1=C(OC)C=C(N=C(C2=NC=CN=C2)N=C3NC4=CC=C(C5=NC=CC=N5)C=C4)C3=C1,Piramal (CF Labs),3.9899,,1,0.0001023506560186,COc1cc2nc(-c3cnccn3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,True,437.16002284800004,4.304600000000002,1.0,9.0,33.0,5.0,107.83000000000001,6.0,True
CF-10-029,20230103,COC1=C(OC)C=C(N=C(C2=CN=CN2C)N=C3NC4=CC=C(C5=NC=CC=N5)C=C4)C3=C1,Piramal (CF Labs),4.2492,,1,5.633951351256364e-05,COc1cc2nc(-c3cncn3C)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,True,439.17567291200004,4.248100000000003,1.0,8.0,33.0,5.0,99.87,6.0,True
CF-10-031,20230103,COC1=C(OC)C=C(N=C(C2=CSC=N2)N=C3NC4=CC=C(C5=NC=CC=N5)C=C4)C3=C1,Piramal (CF Labs),4.3722,,1,4.244584465830385e-05,COc1cc2nc(-c3cscn3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,True,442.121194816,4.971100000000003,1.0,9.0,32.0,5.0,94.94000000000001,6.0,True
CF-10-034,20230103,COC1=C(OC)C=C(N=C(C(O)=O)N=C2NC3=CC=C(C4=NC=CC=N4)C=C3)C2=C1,Piramal (CF Labs),0.7936,,1,0.1608438422203781,COc1cc2nc(C(=O)O)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,True,403.128054024,3.5458000000000016,2.0,8.0,30.0,4.0,119.35000000000001,6.0,True
CF-10-035,20230103,COC1=C(OC)C=C(N=C(C(NC)=O)N=C2NC3=CC=C(C4=NC=CC=N4)C=C3)C2=C1,Piramal (CF Labs),4.1818,,1,6.57897196494152e-05,CNC(=O)c1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,True,416.15968849999996,3.207200000000001,2.0,8.0,31.0,4.0,111.15,6.0,True
CF-10-036,20230103,COC1=C(OC)C=C(N=C(C(NCCOCC)=O)N=C2NC3=CC=C(C4=NC=CC=N4)C=C3)C2=C1,Piramal (CF Labs),3.9746,,1,0.0001060119627323,CCOCCNC(=O)c1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,True,474.201553312,3.613900000000002,2.0,9.0,35.0,4.0,120.38000000000001,10.0,True
CF-10-045,20230103,COC1=C(OC)C=C(N=C(N2CCN(C(C)=O)CC2)N=C3NC4=CC=C(C5=NC=CC=N5)C=C4)C3=C1,Piramal (CF Labs),5.3764,,1,4.203767732855382e-06,COc1cc2nc(N3CCN(C(C)=O)CC3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,True,485.21753772400007,3.5161000000000024,1.0,9.0,36.0,5.0,105.60000000000001,6.0,True
CF-10-048,20230103,COC1=C(OC)C=C(N=C(N2CC[C@@H](C(O)=O)C2)N=C3NC4=CC=C(C5=NC=CC=N5)C=C4)C3=C1,Piramal (CF Labs),4.6818,,1,2.0804477809836065e-05,COc1cc2nc(N3CC[C@@H](C(=O)O)C3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,True,472.185903248,3.7585000000000024,2.0,9.0,35.0,5.0,122.59,7.0,True
CF-10-049,20230103,COC1=C(OC)C=C(N=C(N2CC[C@H](C(O)=O)C2)N=C3NC4=CC=C(C5=NC=CC=N5)C=C4)C3=C1,Piramal (CF Labs),3.8502,,1,0.0001411787332587,COc1cc2nc(N3CC[C@H](C(=O)O)C3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,True,472.185903248,3.7585000000000024,2.0,9.0,35.0,5.0,122.59,7.0,True
CF-10-050,20230103,COC1=C(OC)C=C(N=C(N2CCC(C(O)=O)CC2)N=C3NC4=CC=C(C5=NC=CC=N5)C=C4)C3=C1,Piramal (CF Labs),5.5522,,1,2.8041908411655944e-06,COc1cc2nc(N3CCC(C(=O)O)CC3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,True,486.201553312,4.148600000000003,2.0,9.0,36.0,5.0,122.59,7.0,True
CF-10-051,20230103,COC1=C(OC)C=C(N=C(N(CCO)C)N=C2NC3=CC=C(C4=NC=CC=N4)C=C3)C2=C1,Piramal (CF Labs),1.4009,,1,0.0397279548036407,COc1cc2nc(N(C)CCO)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,True,432.190988628,3.2761000000000013,2.0,9.0,32.0,4.0,105.52000000000001,8.0,True
CF-10-052,20230103,COC1=C(OC)C=C(N=C(N(CCN(C)C)C)N=C2NC3=CC=C(C4=NC=CC=N4)C=C3)C2=C1,Piramal (CF Labs),3.6616,,1,0.0002179558095397,COc1cc2nc(N(C)CCN(C)C)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,True,459.23827316800003,3.8454000000000024,1.0,9.0,34.0,4.0,88.53,9.0,True
